ox_voltage,ox_current,red_voltage,red_current,peak_separation,scan_rate,file_path,success,device,concentration_str,concentration
0.0287,-208.2,0.2479,207.8,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_02.csv,True,STM32,5mM,5.0
0.0287,-209.52,0.2479,206.53,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_03.csv,True,STM32,5mM,5.0
0.0287,-210.72,0.2479,206.5,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_04.csv,True,STM32,5mM,5.0
0.0287,-210.6,0.2479,206.73,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_05.csv,True,STM32,5mM,5.0
0.0287,-210.89,0.2479,206.53,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_06.csv,True,STM32,5mM,5.0
0.0287,-210.69,0.2479,206.77,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_07.csv,True,STM32,5mM,5.0
0.0287,-212.03,0.2479,206.13,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_08.csv,True,STM32,5mM,5.0
0.0287,-211.31,0.2479,206.67,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_09.csv,True,STM32,5mM,5.0
0.0287,-212.5,0.2479,206.35,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_10.csv,True,STM32,5mM,5.0
0.0287,-213.73,0.2479,207.53,0.2192,200,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_200mVpS_E1_scan_11.csv,True,STM32,5mM,5.0
0.0683,-5.9522,0.1779,4.9245,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_02.csv,True,STM32,5mM,5.0
0.0683,-5.9749,0.1779,4.9406,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_03.csv,True,STM32,5mM,5.0
0.0683,-6.1248000000000005,0.1779,4.986,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_04.csv,True,STM32,5mM,5.0
0.0683,-6.1083,0.1882,5.101999999999999,0.1199,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_05.csv,True,STM32,5mM,5.0
0.0683,-5.866899999999999,0.1882,5.1114,0.1199,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_06.csv,True,STM32,5mM,5.0
0.0683,-6.055700000000001,0.1779,4.881,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_07.csv,True,STM32,5mM,5.0
0.0683,-6.0395,0.1882,5.1406,0.1199,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_08.csv,True,STM32,5mM,5.0
0.0683,-6.034199999999999,0.1882,5.2296,0.1199,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_09.csv,True,STM32,5mM,5.0
0.0786,-6.0954,0.1882,5.3088,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_10.csv,True,STM32,5mM,5.0
0.0786,-6.0899,0.1882,5.3887,0.1096,20,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_20mVpS_E1_scan_11.csv,True,STM32,5mM,5.0
-0.0011,-292.66,0.2881,296.41,0.2892,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_02.csv,True,STM32,5mM,5.0
-0.0011,-294.90000000000003,0.2778,293.71,0.2789,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_03.csv,True,STM32,5mM,5.0
-0.0115,-297.6,0.2778,293.55,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_04.csv,True,STM32,5mM,5.0
-0.0115,-299.81,0.2778,294.5,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_05.csv,True,STM32,5mM,5.0
-0.0115,-300.77,0.2778,295.14,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_06.csv,True,STM32,5mM,5.0
-0.0115,-301.18,0.2778,295.42,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_07.csv,True,STM32,5mM,5.0
-0.0115,-302.19,0.2778,295.65,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_08.csv,True,STM32,5mM,5.0
-0.0115,-303.48,0.2778,296.97,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_09.csv,True,STM32,5mM,5.0
-0.0115,-304.23,0.2778,295.96,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_10.csv,True,STM32,5mM,5.0
-0.0115,-304.48999999999995,0.2778,296.97,0.2893,400,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_400mVpS_E1_scan_11.csv,True,STM32,5mM,5.0
0.0585,-9.8024,0.2083,9.2635,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_02.csv,True,STM32,5mM,5.0
0.0585,-9.8524,0.2083,9.2462,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_03.csv,True,STM32,5mM,5.0
0.0585,-9.8717,0.2083,9.265,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_04.csv,True,STM32,5mM,5.0
0.0585,-9.8914,0.2083,9.3055,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_05.csv,True,STM32,5mM,5.0
0.0585,-9.9195,0.198,9.2097,0.1395,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_06.csv,True,STM32,5mM,5.0
0.0585,-9.9039,0.2083,9.2805,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_07.csv,True,STM32,5mM,5.0
0.0585,-9.7749,0.198,9.2077,0.1395,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_08.csv,True,STM32,5mM,5.0
0.0585,-9.7486,0.2083,9.231,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_09.csv,True,STM32,5mM,5.0
0.0585,-9.8648,0.2083,9.229,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_10.csv,True,STM32,5mM,5.0
0.0585,-9.9517,0.2083,9.306,0.14980000000000002,50,Test_data/Stm32/Pipot_5mM/Pipot_Ferro-5mM_50mVpS_E1_scan_11.csv,True,STM32,5mM,5.0
-0.0212,-287.28,0.2577,277.45,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_02.csv,True,STM32,10mM,10.0
-0.0212,-289.48,0.2577,275.37,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_03.csv,True,STM32,10mM,10.0
-0.0212,-290.42,0.2577,274.95,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_04.csv,True,STM32,10mM,10.0
-0.0212,-289.66,0.2577,275.06,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_05.csv,True,STM32,10mM,10.0
-0.0212,-291.05,0.2479,274.65,0.2691,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_06.csv,True,STM32,10mM,10.0
-0.0212,-290.67999999999995,0.2479,274.5,0.2691,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_07.csv,True,STM32,10mM,10.0
-0.0212,-290.98999999999995,0.2479,275.54,0.2691,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_08.csv,True,STM32,10mM,10.0
-0.0212,-292.87,0.2577,275.82000000000005,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_09.csv,True,STM32,10mM,10.0
-0.0212,-292.31,0.2577,275.97,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_10.csv,True,STM32,10mM,10.0
-0.0212,-293.37,0.2577,276.83,0.2789,100,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_100mVpS_E1_scan_11.csv,True,STM32,10mM,10.0
-0.0511,-381.95,0.2979,396.31,0.349,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_02.csv,True,STM32,10mM,10.0
-0.0614,-390.18,0.2979,387.88,0.3593,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_03.csv,True,STM32,10mM,10.0
-0.0614,-395.09,0.2881,386.0700000000001,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_04.csv,True,STM32,10mM,10.0
-0.0614,-397.37,0.2881,384.43,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_05.csv,True,STM32,10mM,10.0
-0.0614,-400.11,0.2881,385.96,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_06.csv,True,STM32,10mM,10.0
-0.0614,-400.97,0.2881,385.32,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_07.csv,True,STM32,10mM,10.0
-0.0614,-402.12,0.2881,385.9,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_08.csv,True,STM32,10mM,10.0
-0.0614,-402.22,0.2881,386.5,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_09.csv,True,STM32,10mM,10.0
-0.0614,-403.71,0.2881,386.52,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_10.csv,True,STM32,10mM,10.0
-0.0614,-403.52,0.2881,387.57,0.34950000000000003,200,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_200mVpS_E1_scan_11.csv,True,STM32,10mM,10.0
0.0482,-125.71,0.198,101.87,0.14980000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_02.csv,True,STM32,10mM,10.0
0.0482,-125.57,0.198,104.17,0.14980000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_03.csv,True,STM32,10mM,10.0
0.0482,-126.36,0.198,104.35,0.14980000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_04.csv,True,STM32,10mM,10.0
0.0384,-127.3,0.198,105.89,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_05.csv,True,STM32,10mM,10.0
0.0384,-130.02,0.198,104.43,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_06.csv,True,STM32,10mM,10.0
0.0384,-127.41,0.198,105.45,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_07.csv,True,STM32,10mM,10.0
0.0384,-127.66,0.198,105.39,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_08.csv,True,STM32,10mM,10.0
0.0384,-129.8,0.198,105.96,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_09.csv,True,STM32,10mM,10.0
0.0384,-128.17,0.198,108.23,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_10.csv,True,STM32,10mM,10.0
0.0384,-129.11,0.198,110.69,0.15960000000000002,20,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_20mVpS_E1_scan_11.csv,True,STM32,10mM,10.0
0.0086,-197.44,0.2278,185.79,0.2192,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_02.csv,True,STM32,10mM,10.0
0.0086,-199.81,0.2181,184.72,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_03.csv,True,STM32,10mM,10.0
0.0086,-200.7,0.2181,184.63,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_04.csv,True,STM32,10mM,10.0
0.0086,-202.76,0.2181,185.05,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_05.csv,True,STM32,10mM,10.0
0.0086,-203.87,0.2181,185.09,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_06.csv,True,STM32,10mM,10.0
0.0086,-204.97,0.2278,185.11,0.2192,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_07.csv,True,STM32,10mM,10.0
0.0086,-207.27,0.2181,186.94,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_08.csv,True,STM32,10mM,10.0
0.0086,-207.12,0.2181,188.48,0.2095,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_09.csv,True,STM32,10mM,10.0
0.0086,-207.67,0.2278,189.54,0.2192,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_10.csv,True,STM32,10mM,10.0
0.0086,-208.23,0.2278,190.5,0.2192,50,Test_data/Stm32/Pipot_10mM/Pipot_Ferro-10mM_50mVpS_E1_scan_11.csv,True,STM32,10mM,10.0
-0.0212,-2.316,0.198,1.7961,0.2192,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_02.csv,True,STM32,20mM,20.0
-0.0316,-233.03,0.1882,190.58,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_04.csv,True,STM32,20mM,20.0
-0.0316,-237.29,0.1882,193.34,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_05.csv,True,STM32,20mM,20.0
-0.0316,-236.0,0.198,197.01,0.22960000000000003,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_06.csv,True,STM32,20mM,20.0
-0.0316,-236.24,0.1882,197.4,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_07.csv,True,STM32,20mM,20.0
-0.0316,-235.97,0.1882,200.28,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_08.csv,True,STM32,20mM,20.0
-0.0413,-237.05,0.1882,201.51,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_09.csv,True,STM32,20mM,20.0
-0.0413,-238.36,0.1882,202.67,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_10.csv,True,STM32,20mM,20.0
-0.0413,-236.41,0.1882,206.46,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_11.csv,True,STM32,20mM,20.0
-0.0913,-360.83,0.2181,327.01,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_02.csv,True,STM32,20mM,20.0
-0.0913,-362.88,0.2278,326.71000000000004,0.3191,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_03.csv,True,STM32,20mM,20.0
-0.0913,-362.98,0.2181,326.81,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_04.csv,True,STM32,20mM,20.0
-0.0913,-364.88,0.2181,327.41,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_05.csv,True,STM32,20mM,20.0
