Sample_ID,Device,Actual_Class,Predicted_Class,Concentration_mM,Scan_Rate_mVs,OX_Voltage_V,OX_Current_A,RED_Voltage_V,RED_Current_A,Peak_Separation_V
1,Palmsens,0,0.3035154812645716,0.5,100,0.100378032,-17.482056,0.190448,17.467964,0.090069968
2,Palmsens,0,0.3034539585661316,0.5,100,0.100378032,-17.535602,0.190448,17.7094,0.090069968
3,Palmsens,0,0.30340523528560764,0.5,100,0.100378032,-17.65585,0.190448,17.866286,0.090069968
4,Palmsens,0,0.303363353857794,0.5,100,0.100378032,-17.75825,0.190448,18.001566,0.090069968
5,Palmsens,0,0.30332303462945864,0.5,100,0.100378032,-17.815556,0.190448,18.149998,0.090069968
6,Palmsens,0,0.3033012254875048,0.5,100,0.100378032,-17.870982,0.190448,18.219516,0.090069968
7,Palmsens,0,0.3032809819048901,0.5,100,0.100378032,-17.9452,0.190448,18.274004,0.090069968
8,Palmsens,0,0.3032583122333261,0.5,100,0.100378032,-17.985596,0.190448,18.353856,0.090069968
9,Palmsens,0,0.30323857631014606,0.5,100,0.100378032,-17.969624,0.190448,18.445922,0.090069968
10,Palmsens,0,0.30321712557561964,0.5,100,0.100378032,-18.019416,0.190448,18.51638,0.090069968
11,Palmsens,0,0.577507360695491,0.5,100,0.080362472,-14.984081,0.170432,13.862389,0.090069528
12,Palmsens,0,0.577453465630179,0.5,100,0.080362472,-14.973748,0.170432,14.099129,0.090069528
13,Palmsens,0,0.5774251639240989,0.5,100,0.080362472,-15.000992,0.170432,14.209043,0.090069528
14,Palmsens,0,0.5774007686149792,0.5,100,0.080362472,-15.034811,0.170432,14.299229,0.090069528
15,Palmsens,0,0.5773810812697199,0.5,100,0.080362472,-15.078026,0.170432,14.36499,0.090069528
16,Palmsens,0,0.5773685387239607,0.5,100,0.080362472,-15.117482,0.170432,14.401628,0.090069528
17,Palmsens,0,0.5773588941892699,0.5,100,0.080362472,-15.145666,0.170432,14.430751,0.090069528
18,Palmsens,0,0.5773501153016765,0.5,100,0.080362472,-15.165394,0.170432,14.459873,0.090069528
19,Palmsens,0,0.5773397134147495,0.5,100,0.080362472,-15.186061,0.170432,14.495573,0.090069528
20,Palmsens,0,0.5773388479997743,0.5,100,0.080362472,-15.194517,0.170432,14.495573,0.090069528
21,Palmsens,0,0.5321329810023331,0.5,100,0.090370248,-17.211496,0.170432,16.620588,0.080061752
22,Palmsens,0,0.532069392636767,0.5,100,0.090370248,-17.257528,0.170432,16.874236,0.080061752
23,Palmsens,0,0.5320409500490738,0.5,100,0.090370248,-17.290408,0.170432,16.982272,0.080061752
24,Palmsens,0,0.5320096559114936,0.5,100,0.090370248,-17.361806,0.170432,17.08561,0.080061752
25,Palmsens,0,0.5319920785778026,0.5,100,0.090370248,-17.40784,0.170432,17.141038,0.080061752
26,Palmsens,0,0.5319796062407279,0.5,100,0.090370248,-17.444478,0.170432,17.178616,0.080061752
27,Palmsens,0,0.5319775872120345,0.5,100,0.090370248,-17.464206,0.170432,17.178616,0.080061752
28,Palmsens,0,0.5319661864948676,0.5,100,0.090370248,-17.50742,0.170432,17.208678,0.080061752
29,Palmsens,0,0.5319631920489717,0.5,100,0.090370248,-17.519632,0.170432,17.216194,0.080061752
30,Palmsens,0,0.5319535975153623,0.5,100,0.090370248,-17.519632,0.170432,17.257528,0.080061752
31,Palmsens,0,0.5776332593817635,0.5,100,0.080362472,-14.250379,0.170432,13.643499,0.090069528
32,Palmsens,0,0.5775890009650292,0.5,100,0.080362472,-14.290775,0.170432,13.816357,0.090069528
33,Palmsens,0,0.577563669902471,0.5,100,0.080362472,-14.335867,0.170432,13.905604,0.090069528
34,Palmsens,0,0.5775410844437998,0.5,100,0.080362472,-14.390355,0.170432,13.97888,0.090069528
35,Palmsens,0,0.5775288937401726,0.5,100,0.080362472,-14.41572,0.170432,14.020215,0.090069528
36,Palmsens,0,0.5775184542038776,0.5,100,0.080362472,-14.44954,0.170432,14.050278,0.090069528
37,Palmsens,0,0.5775158374917913,0.5,100,0.080362472,-14.44954,0.170432,14.061551,0.090069528
38,Palmsens,0,0.5775098020639101,0.5,100,0.080362472,-14.446721,0.170432,14.088795,0.090069528
39,Palmsens,0,0.5775079733513238,0.5,100,0.080362472,-14.43263,0.170432,14.102886,0.090069528
40,Palmsens,0,0.5775037854232592,0.5,100,0.080362472,-14.437327,0.170432,14.118857,0.090069528
41,Palmsens,0,0.3040486859178966,0.5,100,0.100378032,-14.607366,0.190448,16.438336,0.090069968
42,Palmsens,0,0.30403515784973956,0.5,100,0.100378032,-14.686279,0.190448,16.461823,0.090069968
43,Palmsens,0,0.25951871660031006,0.5,100,0.110385808,-14.788678,0.190448,16.460882,0.080062192
44,Palmsens,0,0.25951584404411054,0.5,100,0.110385808,-14.801831,0.190448,16.467458,0.080062192
45,Palmsens,0,0.2595117919825153,0.5,100,0.110385808,-14.824377,0.190448,16.474974,0.080062192
46,Palmsens,0,0.2595015519835141,0.5,100,0.110385808,-14.864773,0.190448,16.501278,0.080062192
47,Palmsens,0,0.25948748954088763,0.5,100,0.110385808,-14.912684,0.190448,16.540736,0.080062192
48,Palmsens,0,0.25947152375586957,0.5,100,0.110385808,-14.972808,0.190448,16.583009,0.080062192
49,Palmsens,0,0.25945349170970233,0.5,100,0.110385808,-15.025417,0.190448,16.637497,0.080062192
50,Palmsens,0,0.3039503511675432,0.5,100,0.100378032,-15.005689,0.190448,16.686348,0.090069968
81,Palmsens,0,0.1757436656036962,1.0,100,0.110385808,-39.24984,0.200455,40.170492,0.0900691919999999
82,Palmsens,0,0.1756576097295276,1.0,100,0.110385808,-39.494092,0.200455,40.433536,0.0900691919999999
83,Palmsens,0,0.17559014932563516,1.0,100,0.110385808,-39.663192,0.200455,40.649604,0.0900691919999999
84,Palmsens,0,0.1755346217366377,1.0,100,0.110385808,-39.907448,0.200455,40.781128,0.0900691919999999
85,Palmsens,0,0.17546844910277903,1.0,100,0.110385808,-40.170492,0.200455,40.950228,0.0900691919999999
86,Palmsens,0,0.0834895442285099,1.0,100,0.110385808,-40.367776,0.210463,41.015988,0.100077192
87,Palmsens,0,0.08341118006766679,1.0,100,0.110385808,-40.536872,0.210463,41.279032,0.100077192
88,Palmsens,0,0.08338187077440418,1.0,100,0.110385808,-40.546268,0.210463,41.401156,0.100077192
89,Palmsens,0,0.08334730753214942,1.0,100,0.110385808,-40.649604,0.210463,41.504496,0.100077192
90,Palmsens,0,0.08330254458650721,1.0,100,0.110385808,-40.724764,0.210463,41.6642,0.100077192
91,Palmsens,0,0.3601324371228929,1.0,100,0.090370248,-30.503644,0.190448,29.197822,0.100077752
92,Palmsens,0,0.3600940280788463,1.0,100,0.090370248,-30.644562,0.190448,29.30116,0.100077752
93,Palmsens,0,0.3600763942811216,1.0,100,0.090370248,-30.710322,0.190448,29.348134,0.100077752
94,Palmsens,0,0.3600406128256309,1.0,100,0.090370248,-30.804264,0.190448,29.460864,0.100077752
95,Palmsens,0,0.36002201766978315,1.0,100,0.090370248,-30.879422,0.190448,29.507836,0.100077752
96,Palmsens,0,0.36001765609610237,1.0,100,0.090370248,-30.879422,0.190448,29.526626,0.100077752
97,Palmsens,0,0.3600101525547093,1.0,100,0.090370248,-30.888816,0.190448,29.55481,0.100077752
98,Palmsens,0,0.3600118178566538,1.0,100,0.090370248,-30.851238,0.190448,29.564204,0.100077752
99,Palmsens,0,0.360021244224035,1.0,100,0.090370248,-30.823056,0.190448,29.53602,0.100077752
100,Palmsens,0,0.3600291936660907,1.0,100,0.090370248,-30.766688,0.190448,29.526626,0.100077752
101,Palmsens,0,0.35883498575734163,1.0,100,0.090370248,-34.082912,0.190448,33.209234,0.100077752
102,Palmsens,0,0.3588099184941367,1.0,100,0.090370248,-34.24262,0.190448,33.24681,0.100077752
103,Palmsens,0,0.3587804207145131,1.0,100,0.090370248,-34.317772,0.190448,33.340754,0.100077752
104,Palmsens,0,0.3587770892370068,1.0,100,0.090370248,-34.392932,0.190448,33.321968,0.100077752
105,Palmsens,0,0.35874611432737125,1.0,100,0.090370248,-34.4399,0.190448,33.434702,0.100077752
106,Palmsens,0,0.3587102624414654,1.0,100,0.090370248,-34.449296,0.190448,33.585012,0.100077752
107,Palmsens,0,0.35874733419289717,1.0,100,0.090370248,-34.449296,0.190448,33.425304,0.100077752
108,Palmsens,0,0.35873931493448613,1.0,100,0.090370248,-34.421112,0.190448,33.472278,0.100077752
109,Palmsens,0,0.35874437952349997,1.0,100,0.090370248,-34.392932,0.190448,33.462884,0.100077752
110,Palmsens,0,0.35874918720253,1.0,100,0.090370248,-34.345956,0.190448,33.462884,0.100077752
111,Palmsens,0,0.36083054909182805,1.0,100,0.090370248,-28.220804,0.190448,27.196812,0.100077752
112,Palmsens,0,0.3608044505992738,1.0,100,0.090370248,-28.305354,0.190448,27.271968,0.100077752
113,Palmsens,0,0.3607848944398052,1.0,100,0.090370248,-28.389902,0.190448,27.31894,0.100077752
114,Palmsens,0,0.36076289932795735,1.0,100,0.090370248,-28.455664,0.190448,27.384702,0.100077752
115,Palmsens,0,0.36075591196782636,1.0,100,0.090370248,-28.502636,0.190448,27.394094,0.100077752
116,Palmsens,0,0.3607433431684887,1.0,100,0.090370248,-28.540212,0.190448,27.431674,0.100077752
117,Palmsens,0,0.36073705902837744,1.0,100,0.090370248,-28.559002,0.190448,27.450462,0.100077752
118,Palmsens,0,0.360741420137814,1.0,100,0.090370248,-28.559002,0.190448,27.431674,0.100077752
119,Palmsens,0,0.3607402014603339,1.0,100,0.090370248,-28.549608,0.190448,27.441066,0.100077752
120,Palmsens,0,0.3607399432673596,1.0,100,0.090370248,-28.53082,0.190448,27.450462,0.100077752
121,Palmsens,0,0.5880409201150295,1.0,100,0.080362472,-32.852246,0.170432,30.249996,0.090069528
122,Palmsens,0,0.5879939072625578,1.0,100,0.080362472,-32.842854,0.170432,30.456672,0.090069528
123,Palmsens,0,0.5879689585596168,1.0,100,0.080362472,-32.852246,0.170432,30.560012,0.090069528
124,Palmsens,0,0.5879379835001656,1.0,100,0.080362472,-32.89922,0.170432,30.672744,0.090069528
125,Palmsens,0,0.5879050853551687,1.0,100,0.080362472,-32.96498,0.170432,30.785478,0.090069528
126,Palmsens,0,0.5878724451984595,1.0,100,0.080362472,-33.04953,0.170432,30.888816,0.090069528
127,Palmsens,0,0.5878354439323138,1.0,100,0.080362472,-33.13408,0.170432,31.010942,0.090069528
128,Palmsens,0,0.5878059459480036,1.0,100,0.080362472,-33.209234,0.170432,31.104886,0.090069528
129,Palmsens,0,0.5877767054877371,1.0,100,0.080362472,-33.303178,0.170432,31.189436,0.090069528
130,Palmsens,0,0.5877534914388516,1.0,100,0.080362472,-33.359544,0.170432,31.264592,0.090069528
181,Palmsens,0,0.22340282286880267,5.0,100,0.060346908,-128.703392,0.230479,122.954016,0.1701320919999999
182,Palmsens,0,0.22337470148166488,5.0,100,0.060346908,-129.276464,0.230479,122.822496,0.1701320919999999
183,Palmsens,0,0.13133124049158512,5.0,100,0.060346908,-129.661624,0.240486,123.123112,0.180139092
184,Palmsens,0,0.13125346067606947,5.0,100,0.060346908,-129.952848,0.240486,123.329792,0.180139092
185,Palmsens,0,0.2232299760908603,5.0,100,0.060346908,-129.774352,0.230479,123.226464,0.1701320919999999
186,Palmsens,0,0.2233464431375396,5.0,100,0.060346908,-129.680424,0.230479,122.766128,0.1701320919999999
187,Palmsens,0,0.22332405034982258,5.0,100,0.060346908,-129.558288,0.230479,122.916448,0.1701320919999999
188,Palmsens,0,0.13134847477126116,5.0,100,0.060346908,-129.407984,0.240486,123.160696,0.180139092
189,Palmsens,0,0.13131255579959406,5.0,100,0.060346908,-129.332824,0.240486,123.348576,0.180139092
190,Palmsens,0,0.13130216698098868,5.0,100,0.060346908,-129.370392,0.240486,123.376768,0.180139092
191,Palmsens,0,0.2688981330943998,5.0,100,0.03032357,-118.529256,0.240486,110.590976,0.21016243
192,Palmsens,0,0.2688449958636887,5.0,100,0.03032357,-119.02716,0.240486,110.600368,0.21016243
193,Palmsens,0,0.26880672649242643,5.0,100,0.03032357,-119.337168,0.240486,110.628552,0.21016243
194,Palmsens,0,0.2687690202041554,5.0,100,0.03032357,-119.449904,0.240486,110.741288,0.21016243
195,Palmsens,0,0.26880311632348514,5.0,100,0.03032357,-119.074128,0.240486,110.76008,0.21016243
196,Palmsens,0,0.26890567731828574,5.0,100,0.03032357,-119.15868,0.240486,110.28096,0.21016243
197,Palmsens,0,0.268928186290175,5.0,100,0.03032357,-119.130496,0.240486,110.196416,0.21016243
198,Palmsens,0,0.26898197953954534,5.0,100,0.03032357,-118.839272,0.240486,110.093072,0.21016243
199,Palmsens,0,0.2690068592448776,5.0,100,0.03032357,-118.74532,0.240486,110.027312,0.21016243
200,Palmsens,0,0.2689967283196153,5.0,100,0.03032357,-118.801688,0.240486,110.046104,0.21016243
201,Palmsens,0,0.12889810361329274,5.0,100,0.060346908,-134.856,0.240486,131.31504,0.180139092
202,Palmsens,0,0.1288602190479201,5.0,100,0.060346908,-135.354,0.240486,131.25868,0.180139092
203,Palmsens,0,0.12880121352890295,5.0,100,0.060346908,-135.824,0.240486,131.305656,0.180139092
204,Palmsens,0,0.12873032519661332,5.0,100,0.060346908,-135.984,0.240486,131.540504,0.180139092
205,Palmsens,0,0.17321546127015197,5.0,100,0.050339128,-136.275,0.240486,131.502936,0.190146872
206,Palmsens,0,0.1288087149801368,5.0,100,0.060346908,-136.049,0.240486,131.174136,0.180139092
207,Palmsens,0,0.12872303343598634,5.0,100,0.060346908,-136.247,0.240486,131.45596,0.180139092
208,Palmsens,0,0.12871708968134582,5.0,100,0.060346908,-136.369,0.240486,131.427776,0.180139092
209,Palmsens,0,0.12867375053081143,5.0,100,0.060346908,-136.622,0.240486,131.502936,0.180139092
210,Palmsens,0,0.036559784016423735,5.0,100,0.060346908,-136.754,0.250494,132.179336,0.190147092
211,Palmsens,0,0.22673150300659844,5.0,100,0.040331348,-111.117064,0.240486,103.780032,0.200154652
212,Palmsens,0,0.22674652919511282,5.0,100,0.040331348,-111.417688,0.240486,103.582752,0.200154652
213,Palmsens,0,0.2266671751162702,5.0,100,0.040331348,-112.150456,0.240486,103.601536,0.200154652
214,Palmsens,0,0.22661228206411207,5.0,100,0.040331348,-112.281976,0.240486,103.780032,0.200154652
215,Palmsens,0,0.22658618511410594,5.0,100,0.040331348,-112.36652,0.240486,103.855184,0.200154652
216,Palmsens,0,0.22657778863821257,5.0,100,0.040331348,-112.469864,0.240486,103.845792,0.200154652
217,Palmsens,0,0.2265200827059757,5.0,100,0.040331348,-112.714112,0.240486,103.986704,0.200154652
218,Palmsens,0,0.27095132586128745,5.0,100,0.03032357,-113.212016,0.240486,104.090048,0.21016243
219,Palmsens,0,0.27089542244754006,5.0,100,0.03032357,-113.5878,0.240486,104.1652,0.21016243
220,Palmsens,0,0.2708936191103042,5.0,100,0.03032357,-113.456272,0.240486,104.23096,0.21016243
221,Palmsens,0,0.5396821231518998,5.0,100,0.03032357,-134.828,0.210463,125.105344,0.18013943
222,Palmsens,0,0.5396968111814251,5.0,100,0.03032357,-135.345,0.210463,124.81412,0.18013943
223,Palmsens,0,0.5396786208254039,5.0,100,0.03032357,-135.608,0.210463,124.776528,0.18013943
224,Palmsens,0,0.5396399664287682,5.0,100,0.03032357,-135.73,0.210463,124.889264,0.18013943
225,Palmsens,0,0.5396227575587276,5.0,100,0.03032357,-135.749,0.210463,124.955024,0.18013943
226,Palmsens,0,0.5396144815802223,5.0,100,0.03032357,-135.702,0.210463,125.0114,0.18013943
227,Palmsens,0,0.5396168760573118,5.0,100,0.03032357,-135.636,0.210463,125.030184,0.18013943
228,Palmsens,0,0.5396258357008672,5.0,100,0.03032357,-135.655,0.210463,124.983208,0.18013943
229,Palmsens,0,0.5396310067852128,5.0,100,0.03032357,-135.711,0.210463,124.93624,0.18013943
230,Palmsens,0,0.5395542581325977,5.0,100,0.03032357,-135.843,0.210463,125.20868,0.18013943
281,Palmsens,0,0.19707230281664323,10.0,100,0.010308012,-260.976,0.27051,248.842,0.260201988
282,Palmsens,0,0.1969355857044302,10.0,100,0.010308012,-261.45,0.27051,249.222,0.260201988
283,Palmsens,0,0.19696024366989834,10.0,100,0.010308012,-261.64,0.27051,249.032,0.260201988
284,Palmsens,0,0.1968334812935969,10.0,100,0.010308012,-262.019,0.27051,249.411,0.260201988
285,Palmsens,0,0.19671881577796024,10.0,100,0.010308012,-262.493,0.27051,249.696,0.260201988
286,Palmsens,0,0.19673815866234118,10.0,100,0.010308012,-262.304,0.27051,249.696,0.260201988
287,Palmsens,0,0.1966652220930346,10.0,100,0.010308012,-262.588,0.27051,249.885,0.260201988
288,Palmsens,0,0.19656752521495618,10.0,100,0.010308012,-262.683,0.27051,250.264,0.260201988
289,Palmsens,0,0.19638693703165988,10.0,100,0.010308012,-263.157,0.27051,250.833,0.260201988
290,Palmsens,0,0.1960821928409538,10.0,100,0.010308012,-264.2,0.27051,251.686,0.260201988
291,Palmsens,0,0.24636429083791117,10.0,100,-0.039730884,-230.585,0.290525,216.409,0.330255884
292,Palmsens,0,0.24632546202416628,10.0,100,-0.039730884,-230.538,0.290525,216.597,0.330255884
293,Palmsens,0,0.24629860861326192,10.0,100,-0.039730884,-230.501,0.290525,216.729,0.330255884
294,Palmsens,0,0.24636457751698226,10.0,100,-0.039730884,-230.369,0.290525,216.503,0.330255884
295,Palmsens,0,0.24639773551103045,10.0,100,-0.039730884,-229.918,0.290525,216.559,0.330255884
296,Palmsens,0,0.24645921487016215,10.0,100,-0.039730884,-229.721,0.290525,216.381,0.330255884
297,Palmsens,0,0.24648882322932242,10.0,100,-0.039730884,-229.815,0.290525,216.212,0.330255884
298,Palmsens,0,0.24643069099655707,10.0,100,-0.039730884,-230.256,0.290525,216.268,0.330255884
299,Palmsens,0,0.2463018111637737,10.0,100,-0.039730884,-230.726,0.290525,216.616,0.330255884
300,Palmsens,0,0.24613341602222033,10.0,100,-0.039730884,-231.412,0.290525,217.039,0.330255884
301,Palmsens,0,0.014682335892409915,10.0,100,0.010308012,-256.142,0.290525,244.564,0.280216988
302,Palmsens,0,0.014615975493676825,10.0,100,0.010308012,-256.237,0.290525,244.808,0.280216988
303,Palmsens,0,0.014602744535731016,10.0,100,0.010308012,-256.237,0.290525,244.865,0.280216988
304,Palmsens,0,0.014616436951255085,10.0,100,0.010308012,-255.763,0.290525,245.015,0.280216988
305,Palmsens,0,0.014544173021651285,10.0,100,0.010308012,-256.426,0.290525,245.034,0.280216988
306,Palmsens,0,0.014637509819984407,10.0,100,0.010308012,-256.047,0.290525,244.799,0.280216988
307,Palmsens,0,0.014699019381768708,10.0,100,0.010308012,-255.573,0.290525,244.743,0.280216988
308,Palmsens,0,0.01462817469764538,10.0,100,0.010308012,-256.331,0.290525,244.714,0.280216988
309,Palmsens,0,0.014565992496158364,10.0,100,0.010308012,-256.426,0.290525,244.94,0.280216988
310,Palmsens,0,0.014412333259452181,10.0,100,0.010308012,-257.374,0.290525,245.184,0.280216988
311,Palmsens,0,0.20354327062075167,10.0,100,-0.029723104,-224.432,0.290525,211.862,0.320248104
312,Palmsens,0,0.20350665236345405,10.0,100,-0.029723104,-224.47,0.290525,212.003,0.320248104
313,Palmsens,0,0.20352938460675224,10.0,100,-0.029723104,-224.545,0.290525,211.872,0.320248104
314,Palmsens,0,0.20350208914734297,10.0,100,-0.029723104,-224.535,0.290525,211.994,0.320248104
315,Palmsens,0,0.20351509630416081,10.0,100,-0.029723104,-224.451,0.290525,211.975,0.320248104
316,Palmsens,0,0.15909211145500018,10.0,100,-0.019715326,-223.511,0.290525,212.031,0.3102403259999999
317,Palmsens,0,0.15900509126970935,10.0,100,-0.019715326,-223.699,0.290525,212.323,0.3102403259999999
318,Palmsens,0,0.20325314764776864,10.0,100,-0.029723104,-225.221,0.290525,212.764,0.320248104
319,Palmsens,0,0.20307567415484723,10.0,100,-0.029723104,-225.719,0.290525,213.309,0.320248104
320,Palmsens,0,0.20289479065761623,10.0,100,-0.029723104,-226.273,0.290525,213.844,0.320248104
321,Palmsens,0,0.4206120020938061,10.0,100,-0.019715326,-260.408,0.260502,257.374,0.280217326
322,Palmsens,0,0.4204497334005941,10.0,100,-0.019715326,-262.209,0.260502,257.279,0.280217326
323,Palmsens,0,0.42027422817631577,10.0,100,-0.019715326,-263.062,0.260502,257.659,0.280217326
324,Palmsens,0,0.4200744268874041,10.0,100,-0.019715326,-263.726,0.260502,258.227,0.280217326
325,Palmsens,0,0.419954780756053,10.0,100,-0.019715326,-263.82,0.260502,258.701,0.280217326
326,Palmsens,0,0.4197865215554907,10.0,100,-0.019715326,-264.389,0.260502,259.175,0.280217326
327,Palmsens,0,0.41970092153807725,10.0,100,-0.019715326,-264.579,0.260502,259.46,0.280217326
328,Palmsens,0,0.419596210758352,10.0,100,-0.019715326,-264.958,0.260502,259.744,0.280217326
329,Palmsens,0,0.41948889360973507,10.0,100,-0.019715326,-265.147,0.260502,260.123,0.280217326
330,Palmsens,0,0.41948889360973507,10.0,100,-0.019715326,-265.147,0.260502,260.123,0.280217326
371,Palmsens,0,0.5739793105779505,20.0,100,-0.09977756,-485.93,0.310541,443.556,0.41031856
372,Palmsens,0,0.5731328088444986,20.0,100,-0.09977756,-485.172,0.310541,447.537,0.41031856
373,Palmsens,0,0.5727753645843978,20.0,100,-0.09977756,-484.793,0.310541,449.244,0.41031856
374,Palmsens,0,0.5724071743161582,20.0,100,-0.09977756,-486.025,0.310541,450.287,0.41031856
375,Palmsens,0,0.5720084653538658,20.0,100,-0.09977756,-485.836,0.310541,452.088,0.41031856
376,Palmsens,0,0.5718686985685673,20.0,100,-0.09977756,-485.267,0.310541,452.941,0.41031856
377,Palmsens,0,0.572000100599693,20.0,100,-0.09977756,-484.414,0.310541,452.751,0.41031856
378,Palmsens,0,0.5718784211824095,20.0,100,-0.09977756,-485.172,0.310541,452.941,0.41031856
379,Palmsens,0,0.5715801178103908,20.0,100,-0.09977756,-485.077,0.310541,454.268,0.41031856
380,Palmsens,0,0.5715650801154613,20.0,100,-0.09977756,-484.793,0.310541,454.458,0.41031856
381,Palmsens,0,-0.07318787139882493,20.0,100,-0.079762,-492.282,0.370588,468.772,0.45035
382,Palmsens,0,-0.0740636707525692,20.0,100,-0.079762,-491.808,0.370588,472.754,0.45035
383,Palmsens,0,-0.07463291081894313,20.0,100,-0.079762,-491.997,0.370588,475.123,0.45035
384,Palmsens,0,-0.16720550934461292,20.0,100,-0.079762,-491.997,0.380595,477.873,0.460357
385,Palmsens,0,-0.16771096237256272,20.0,100,-0.079762,-492.851,0.380595,479.674,0.460357
386,Palmsens,0,-0.1679289808082553,20.0,100,-0.079762,-492.187,0.380595,480.906,0.460357
387,Palmsens,0,-0.16810255508990485,20.0,100,-0.079762,-492.377,0.380595,481.57,0.460357
388,Palmsens,0,-0.16814201862823314,20.0,100,-0.079762,-491.903,0.380595,481.949,0.460357
389,Palmsens,0,-0.16818849606820846,20.0,100,-0.079762,-491.713,0.380595,482.233,0.460357
390,Palmsens,0,-0.16833222708206835,20.0,100,-0.079762,-492.471,0.380595,482.518,0.460357
